UserLinkId,Reputation,Comments,Answers,Questions
"91","841","13","2","3"
"92","219","2","0","1"
"93","10236","42","27","16"
"94","291","1","0","1"
"95","321","0","1","1"
"96","812","6","2","2"
"97","276","0","1","0"
"98","306","3","2","0"
"99","443","2","0","1"
"100","359","0","1","0"
"101","153","2","0","1"
"102","101","0","0","0"
"103","3833","9","0","3"
"104","1369","22","5","3"
"105","101","2","0","0"
"106","235","2","1","2"
"107","417","1","2","1"
"108","121","2","1","0"
"109","101","0","0","0"
"110","364","4","3","0"
"111","101","1","0","0"
"112","1385","15","14","6"
"113","101","0","0","0"
"114","2317","24","10","4"
"115","263","5","1","3"
"116","101","0","0","0"
"117","101","0","0","0"
"118","3768","7","9","5"
"119","101","0","0","0"
"120","101","0","0","0"
"121","101","0","0","0"
"122","31","0","2","0"
"123","101","0","0","0"
"124","101","0","0","0"
"125","301","0","1","1"
"126","1","0","0","0"
"127","101","1","0","0"
"128","1","0","0","0"
"130","101","0","0","0"
"131","101","0","0","0"
"132","101","0","0","0"
"133","101","0","0","0"
"134","101","1","0","0"
"135","261","3","1","0"
"136","381","1","0","1"
"137","101","0","0","0"
"138","368","6","3","0"
"139","101","0","0","0"
"140","101","0","0","0"
"141","4161","91","14","2"
"142","101","0","0","0"
"143","1","0","0","0"
"144","101","0","0","0"
"145","101","0","0","0"
"146","99","3","0","0"
"147","101","0","0","0"
"148","1","0","0","0"
"149","566","11","11","1"
"150","101","0","0","0"
"151","101","0","0","0"
"152","101","0","0","0"
"153","447","9","7","0"
"154","101","0","0","0"
"155","47","2","0","1"
"156","221","1","0","1"
"157","101","0","0","0"
"158","1","0","0","0"
"159","191","0","1","0"
"160","3779","25","4","19"
"161","101","0","0","0"
"162","101","0","0","0"
"163","101","0","0","0"
"164","101","0","0","0"
"165","101","0","0","0"
"166","101","0","0","0"
"167","1063","5","3","3"
"168","101","0","0","0"
"169","1","0","0","0"
"170","101","0","0","0"
"171","101","0","0","0"
"172","1","0","0","0"
"173","101","0","0","0"
"174","101","0","0","0"
"175","100","1","0","0"
"176","101","0","0","0"
"177","101","0","0","0"
"178","101","0","0","0"
"179","101","0","0","0"
"180","101","0","0","0"
"181","5423","5","4","7"
"182","235","9","0","1"
"183","101","0","0","0"
"184","101","0","0","0"
"185","101","0","0","0"
"186","2210","67","7","13"
"187","1","0","0","0"
"188","4870","26","10","9"
"189","101","0","0","0"
"190","86","0","1","0"
"191","101","0","0","0"
"192","101","0","0","0"
"193","101","0","0","0"
"194","101","0","0","0"
"195","101","0","0","0"
"196","101","0","0","0"
"198","1","0","0","0"
"199","101","1","1","0"
"200","1","0","0","0"
"201","101","0","0","0"
"202","101","0","0","0"
"203","875","4","2","2"
"204","101","0","0","0"
"205","764","26","10","4"
"206","101","0","0","0"
"207","1","0","0","0"
"208","101","0","0","0"
"209","103","0","0","0"
"210","303","2","3","1"
"211","395","23","1","4"
"212","113","1","0","1"
"213","101","0","0","0"
"214","126","0","1","0"
"215","1","0","0","0"
"216","101","0","0","0"
"219","99","1","1","0"
"220","466","6","1","1"
"221","101","0","0","0"
"224","101","0","0","0"
"225","101","0","0","0"
"226","1767","16","8","4"
"227","101","0","0","0"
"228","113","7","1","1"
"229","101","11","0","0"
"230","101","0","0","1"
"231","131","0","0","1"
"232","730","12","2","2"
"233","1116","6","5","2"
"234","101","0","0","0"
"235","101","0","0","0"
"236","101","0","0","0"
"237","1","0","0","0"
"238","863","13","1","2"
"239","101","0","0","0"
"240","101","0","0","0"
"241","101","0","0","0"
"243","499","1","3","0"
"244","69","0","1","0"
"245","101","0","0","0"
"246","1","0","0","0"
"247","341","0","0","1"
"248","103","1","0","0"
"249","101","0","0","0"
"250","101","0","0","0"
"251","101","0","0","0"
"252","163","1","0","1"
"253","111","0","1","0"
"254","273","2","0","2"
"255","151","0","0","1"
"256","1","0","0","0"
"257","235","2","0","1"
"258","101","0","0","0"
"260","101","0","0","0"
"261","101","0","0","0"
"262","51","0","1","0"
"263","101","0","0","0"
"265","101","0","0","0"
"266","101","0","0","0"
"267","1","0","0","0"
"268","101","0","0","0"
"269","101","0","0","0"
"270","414","29","10","0"
"271","141","6","0","1"
"272","109","0","1","0"
"275","101","0","0","0"
"276","1","0","0","0"
"277","1","0","0","0"
"278","41","0","1","0"
"279","101","0","0","0"
"281","101","1","0","0"
"282","101","0","0","0"
"284","101","0","0","0"
"285","1","0","0","0"
"286","1945","6","0","5"
"287","1","0","0","0"
"288","101","0","0","0"
"289","101","0","0","0"
"290","103","1","0","0"
"291","101","0","0","0"
"293","101","0","0","0"
"294","31","0","1","0"
"295","171","0","1","0"
"296","849","12","2","5"
"297","131","0","1","0"
"298","101","0","0","0"
"299","189","5","4","1"
"300","185","2","2","0"
"301","271","2","0","1"
"302","101","1","1","0"
"303","1","0","0","0"
"304","101","0","0","0"
"305","101","0","0","0"
"306","173","1","2","2"
"308","101","0","2","0"
"309","101","0","0","0"
"310","101","6","0","0"
"311","101","0","0","0"
"312","101","0","0","0"
"313","101","1","0","0"
"314","2778","42","9","11"
"315","101","0","0","0"
"316","454","17","4","0"
"317","1085","9","3","1"
"318","101","0","0","0"
"319","101","0","0","0"
"320","101","0","0","0"
"321","111","1","0","0"
"322","1107","14","4","0"
"323","101","1","0","0"
"325","101","1","0","0"
"326","1","0","0","0"
"328","181","1","2","0"
"329","101","0","0","0"
"330","218","6","2","0"
"331","1","0","0","0"
"332","101","0","0","0"
"333","101","0","0","0"
"336","1","1","0","0"
"337","1","0","0","0"
"338","101","0","0","0"
"339","2933","33","9","7"
"340","101","0","0","0"
"341","101","3","0","1"
"342","101","0","0","0"
"343","101","0","0","0"
"344","1","0","0","0"
"345","249","0","0","1"
"347","1","0","0","0"
"348","181","0","1","0"
"349","131","3","2","0"
"350","694","27","2","16"
"351","1","0","0","0"
"353","21","1","0","1"
"354","11","0","0","1"
"355","1","0","0","0"
"356","101","0","0","0"
"357","101","0","0","0"
"358","101","2","0","0"
"359","518","17","3","7"
"360","101","0","0","0"
"361","101","0","0","0"
"362","101","0","0","0"
"363","101","0","0","0"
"364","1","0","0","0"
"365","101","0","0","0"
"366","101","0","0","0"
"367","101","0","0","0"
"368","101","0","0","0"
"369","323","18","4","4"
"370","101","0","0","0"
"371","101","0","0","0"
"372","65","5","2","2"
"374","101","0","0","0"
"375","1016","9","3","4"
"376","101","0","0","0"
"377","101","2","0","0"
"378","626","2","2","0"
"379","101","1","0","0"
"380","101","0","0","0"
"381","221","2","1","0"
"382","336","1","1","0"
"383","105","0","0","0"
"384","1","0","0","0"
"385","101","0","0","0"
"386","101","0","0","0"
"387","1366","5","3","3"
"388","101","0","0","0"
"389","101","0","0","0"
"390","103","0","0","1"
"391","18","0","1","1"
"392","101","0","0","0"
"393","101","0","0","0"
"394","101","0","0","0"
"395","101","0","0","0"
"396","151","0","1","0"
"397","101","0","0","0"
"398","41","0","1","0"
"399","101","0","0","0"
"400","161","9","1","3"
"401","1","0","0","0"
"402","1","0","0","0"
"403","1","0","0","0"
"404","101","0","0","0"
"405","101","0","0","0"
"406","101","0","0","0"
"407","101","0","0","0"
"408","101","0","0","0"
"409","126","0","1","0"
"410","663","3","2","1"
"411","1","0","0","0"
"412","101","0","0","0"
"413","101","0","0","0"
"414","101","0","0","0"
"415","101","0","0","0"
"416","539","0","1","0"
"417","101","0","0","0"
"418","101","0","0","0"
"419","101","0","0","0"
"420","1","0","0","0"
"421","111","1","0","1"
"422","101","0","0","0"
"423","101","1","0","0"
"424","101","0","0","0"
"425","101","1","0","0"
"426","101","0","0","0"
"427","196","2","1","0"
"428","101","0","0","0"
"429","171","2","1","1"
"430","1941","81","3","0"
"432","101","0","0","0"
"433","1","0","0","0"
"434","101","0","0","0"
"435","101","0","0","0"
"436","121","0","1","0"
"437","191","1","0","1"
"438","1","0","0","0"
"439","101","0","0","0"
"440","1","0","0","0"
"441","101","0","0","0"
"442","101","0","0","0"
"443","101","1","0","0"
"444","101","0","0","0"
"445","1","0","0","0"
"446","101","0","0","0"
"447","1","0","0","0"
"448","101","0","0","0"
"449","101","0","0","0"
"450","621","1","0","1"
"451","163","1","0","2"
"452","101","0","0","0"
"453","101","0","0","0"
"454","101","0","0","0"
"455","155","21","0","3"
"456","101","0","0","0"
"458","101","0","0","0"
"459","101","0","0","0"
"460","101","0","0","0"
"461","101","0","0","0"
"462","316","1","3","0"
"463","101","0","0","0"
"464","19","0","1","0"
"465","101","0","0","0"
"466","159","1","1","0"
"467","121","0","1","0"
"468","731","10","5","0"
"469","253","1","0","1"
"470","2440","21","5","7"
"471","101","0","0","0"
"472","11","0","1","0"
"473","101","0","0","0"
"474","681","39","12","1"
"475","101","0","0","0"
"476","191","0","3","0"
"477","101","0","0","0"
"478","111","1","1","0"
"479","1","0","0","0"
"480","101","0","0","0"
"481","263","1","0","1"
"482","101","0","0","0"
"483","101","0","0","0"
"484","1","0","0","0"
"486","101","0","0","0"
"487","1395","70","9","12"
"488","101","0","0","0"
"489","91","1","4","0"
"490","101","0","0","0"
"491","193","5","1","3"
"492","161","4","1","1"
"493","101","0","0","0"
"494","101","0","0","0"
"495","339","0","0","1"
"496","101","0","0","0"
"497","101","1","0","0"
"498","301","1","1","0"
"499","101","0","0","0"
"500","1","0","0","0"
"501","101","0","0","0"
"502","101","0","0","0"
"503","520","19","3","2"
"504","101","0","0","0"
"505","101","0","0","0"
"506","226","22","2","0"
"507","101","0","0","0"
"509","101","0","0","0"
"511","61","0","1","0"
"512","101","0","0","0"
"513","103","0","0","0"
"514","101","0","0","0"
"515","101","0","0","0"
"516","101","0","0","0"
"517","341","0","2","0"
"518","171","1","2","1"
"519","101","0","0","0"
"520","512","7","0","2"
"521","1052","36","8","3"
"522","1","0","0","0"
"523","1275","12","7","5"
"524","101","0","0","0"
"525","101","0","0","0"
"526","241","5","1","4"
"527","1","0","0","0"
"528","1","0","0","0"
"529","101","0","0","0"
"530","101","0","0","0"
"531","101","0","0","0"
"533","101","0","0","0"
"534","1","0","0","0"
"535","1","0","0","0"
"536","101","0","0","0"
"537","101","0","0","0"
"538","101","1","0","0"
"539","101","1","0","0"
"540","101","0","0","0"
"541","101","0","0","0"
"542","101","0","0","0"
"543","111","1","0","1"
"544","101","1","0","0"
"545","101","0","0","0"
"546","101","0","0","0"
"547","101","1","0","1"
"549","11","0","1","0"
"550","193","0","0","1"
"551","113","2","0","1"
"552","101","1","0","0"
"553","8458","176","139","0"
"554","101","0","0","0"
"555","101","0","0","0"
"556","101","0","0","0"
"557","101","0","0","0"
"558","101","0","0","0"
"559","101","0","0","0"
"560","101","0","0","0"
"561","2331","30","0","13"
"562","101","0","0","0"
"563","101","0","0","0"
"565","101","0","0","0"
"566","1","0","0","0"
"567","101","0","0","0"
"568","103","0","0","0"
"569","101","0","0","0"
"570","219","17","0","5"
"571","1241","12","0","6"
"572","101","0","0","0"
"573","101","0","0","0"
"574","101","0","0","0"
"575","101","0","0","0"
"576","181","1","1","0"
"577","101","0","0","0"
"578","1","0","0","0"
"579","101","0","0","0"
"580","1","0","0","0"
"581","101","0","0","0"
"582","101","0","0","0"
"583","1","0","0","0"
"584","211","6","1","2"
"585","943","12","0","11"
"586","101","0","0","0"
"587","462","12","6","2"
"588","121","0","1","0"
"589","265","0","0","1"
"590","11579","220","167","20"
"591","131","0","1","0"
"592","101","0","0","0"
"593","101","0","0","0"
"594","101","0","0","0"
"595","273","1","0","1"
"596","101","0","0","0"
"597","123","2","0","2"
"598","101","0","0","0"
"599","101","0","0","0"
"601","96","8","3","0"
"602","1","0","1","0"
"603","111","0","1","0"
"604","201","1","1","1"
"605","101","0","0","0"
"606","101","0","0","0"
"607","101","0","0","0"
"608","275","7","0","3"
"609","313","3","2","1"
"610","1364","37","21","2"
"611","101","0","0","0"
"612","101","0","0","0"
"613","307","2","2","0"
"614","193","0","0","1"
"615","101","0","0","0"
"616","131","2","2","0"
"617","1668","3","1","4"
"618","121","0","1","0"
"619","141","2","1","0"
"620","163","7","0","2"
"621","163","5","0","1"
"622","1314","60","41","2"
"623","1","0","0","0"
"624","101","0","0","0"
"625","81","0","0","1"
"626","2510","15","4","6"
"627","1","0","0","0"
"628","1","0","0","0"
"629","111","2","1","0"
"630","243","2","0","1"
"631","101","0","0","0"
"632","101","0","0","0"
"633","101","0","0","0"
"634","1355","6","2","2"
"635","136","3","1","0"
"636","101","0","0","0"
"637","101","0","0","0"
"638","1193","47","37","0"
"639","101","0","0","0"
"641","121","3","0","1"
"642","101","0","0","0"
"643","101","1","0","0"
"644","101","0","0","0"
"645","101","0","0","0"
"646","101","0","0","0"
"647","101","0","0","0"
"649","21","0","1","0"
"650","169","2","2","0"
"651","1518","35","8","3"
"653","101","0","0","0"
"654","101","0","0","0"
"655","101","1","0","1"
"656","101","0","0","0"
"657","101","0","0","0"
"658","101","0","0","0"
"659","101","0","0","0"
"660","101","0","0","0"
"661","143","3","0","1"
"663","1","0","0","0"
"664","101","0","0","0"
"665","101","0","0","0"
"666","101","0","0","0"
"667","101","0","0","0"
"668","311","3","2","0"
"669","101","0","0","0"
"670","101","0","0","0"
"671","121","1","1","0"
"672","101","0","0","0"
"673","101","0","0","0"
"674","101","0","0","0"
"675","1","0","0","0"
"676","101","0","0","0"
"677","111","0","0","1"
"678","101","0","0","0"
"679","101","0","0","0"
"680","101","1","0","0"
"681","101","0","0","0"
"682","101","0","0","0"
"683","101","0","0","0"
"684","101","0","0","0"
"685","123","0","1","2"
"686","101","0","0","0"
"687","101","0","0","0"
"688","101","0","0","0"
"689","101","0","0","0"
"690","155","5","0","3"
"691","101","0","0","0"
"692","101","0","0","0"
"693","101","0","0","0"
"694","101","0","0","0"
"695","101","0","0","0"
"696","71","1","2","0"
"697","101","0","0","0"
"698","101","0","0","0"
"699","101","0","0","0"
"701","1","0","0","0"
"702","243","3","1","1"
"703","101","0","0","0"
"704","101","0","0","0"
"705","101","0","0","0"
"706","101","0","0","0"
"707","1","0","0","0"
"708","1","0","0","0"
"709","101","0","0","0"
"710","509","6","2","6"
"711","1547","12","7","5"
"712","11","0","1","0"
"713","56","0","1","0"
"714","101","0","0","0"
"715","101","0","0","0"
"717","1","0","0","0"
"718","101","0","0","0"
"719","101","0","0","0"
"720","101","0","0","0"
"721","590","53","13","5"
"722","379","0","3","0"
"723","205","4","1","1"
"724","31","0","0","1"
"725","167","0","0","1"
"726","1","0","0","0"
"727","101","0","0","0"
"728","101","1","0","0"
"729","1","0","0","0"
"730","101","1","0","0"
"731","101","0","0","0"
"732","141","3","1","0"
"733","1","0","0","0"
"734","203","8","1","2"
"735","206","0","1","0"
"736","101","0","0","0"
"737","1","0","0","0"
"738","101","0","0","0"
"739","101","0","0","0"
"740","111","6","0","1"
"741","101","0","0","0"
"742","111","4","1","1"
"743","655","7","0","4"
"744","101","0","0","0"
"745","1","0","0","0"
"746","1","0","0","0"
"747","101","0","0","0"
"748","101","0","0","0"
"749","101","0","0","0"
"750","101","0","0","0"
"751","101","0","0","0"
"752","197","1","1","1"
"753","101","0","0","0"
"754","101","0","0","0"
"755","1","0","0","0"
"756","121","4","0","2"
"757","101","0","0","0"
"758","491","0","0","1"
"759","101","0","0","0"
"760","101","0","0","0"
"761","31","0","1","0"
"762","101","2","0","0"
"763","1","0","0","0"
"765","101","0","0","0"
"766","101","0","0","0"
"767","61","0","1","0"
"769","2847","13","14","3"
"770","83","0","1","1"
"771","250","3","3","0"
"772","101","0","0","0"
"773","101","0","0","0"
"774","101","0","0","0"
"775","637","6","0","3"
"776","101","0","0","0"
"777","589","3","5","0"
"778","356","0","2","0"
"779","251","1","0","1"
"780","101","0","0","0"
"781","1","0","0","0"
"782","101","0","0","0"
"783","101","0","0","0"
"784","1","0","0","0"
"785","101","0","0","0"
"787","181","4","1","1"
"788","131","1","0","1"
"789","1","0","0","0"
"790","101","0","0","0"
"791","101","0","0","0"
"792","1","0","0","0"
"793","101","0","0","0"
"794","101","0","0","0"
"795","103","0","0","0"
"796","101","0","0","0"
"797","3543","114","38","4"
"798","231","3","0","1"
"799","101","0","0","0"
"800","101","0","0","0"
"801","101","0","0","0"
"802","81","0","1","0"
"803","293","3","0","2"
"804","261","6","2","1"
"805","1","0","0","0"
"806","1","0","0","0"
"807","101","0","0","0"
"808","59","0","1","0"
"809","1","1","1","0"
"810","432","3","1","1"
"811","141","0","1","0"
"812","381","1","1","0"
"813","101","0","0","0"
"814","1","0","0","0"
"815","131","0","0","1"
"816","1","0","0","0"
"817","101","0","0","0"
"818","101","0","0","0"
"819","1","0","0","0"
"820","1","0","0","0"
"821","101","0","0","0"
"822","151","0","1","0"
"823","101","0","0","0"
"824","1","0","0","0"
"825","101","2","0","0"
"826","101","0","0","0"
"827","729","11","1","10"
"828","101","0","0","0"
"829","101","0","0","0"
"830","111","4","1","0"
"831","1","0","0","0"
"832","101","0","0","0"
"833","101","1","0","0"
"834","101","0","0","0"
"835","457","203","16","2"
"836","356","2","5","0"
"837","181","0","1","0"
"838","101","0","0","0"
"839","1","0","0","0"
"840","161","0","2","0"
"841","181","3","1","1"
"842","101","0","0","0"
"843","189","3","1","2"
"844","101","1","0","0"
"845","1","0","0","0"
"846","201","2","2","0"
"847","101","0","0","0"
"848","101","1","0","0"
"849","1","0","0","0"
"851","101","0","0","0"
"852","101","0","0","0"
"853","101","0","0","0"
"854","101","0","0","0"
"855","101","0","0","0"
"856","101","0","0","0"
"857","725","5","0","3"
"858","101","0","0","0"
"859","1","0","0","0"
"860","101","0","0","0"
"861","101","0","0","0"
"862","101","0","1","0"
"863","141","2","1","0"
"864","101","0","0","0"
"865","101","0","0","0"
"866","101","0","0","0"
"867","101","0","0","0"
"868","1","0","0","0"
"869","101","0","0","0"
"870","173","2","1","3"
"871","101","0","0","0"
"872","101","1","0","0"
"873","101","0","0","0"
"874","256","3","4","2"
"875","103","5","0","0"
"876","1","0","0","0"
"877","2974","146","78","0"
"878","1143","5","0","1"
"879","101","0","0","0"
"880","101","0","0","0"
"881","953","242","25","0"
"882","101","0","0","0"
"883","1","0","0","0"
"884","1","0","0","0"
"885","101","0","0","0"
"886","101","0","0","0"
"887","101","0","0","0"
"888","133","0","0","1"
"889","101","0","0","0"
"890","101","0","0","0"
"891","101","4","0","0"
"892","121","6","2","0"
"893","101","0","0","0"
"894","16712","1756","342","13"
"895","101","0","0","0"
"896","101","0","0","0"
"897","101","0","0","0"
"898","101","0","0","0"
"899","1","0","0","0"
"900","101","0","0","0"
"901","173","5","0","1"
"902","433","0","0","1"
"903","101","0","0","0"
"904","117","15","2","0"
"905","1","0","0","0"
"906","161","0","1","1"
"907","111","1","3","0"
"908","271","6","0","1"
"909","101","3","0","0"
"910","101","0","0","0"
"911","101","0","0","0"
"912","1","0","0","0"
"913","507","22","1","1"
"914","101","0","0","0"
"915","101","0","0","0"
"916","146","4","1","0"
"917","3","2","0","2"
"918","101","0","0","0"
"919","186","2","1","0"
"920","517","2","2","1"
"921","191","0","1","0"
"922","101","0","0","0"
"923","101","0","0","0"
"924","423","9","7","0"
"926","101","0","0","0"
"927","1","0","0","0"
"928","101","0","0","0"
"929","1","0","0","0"
"930","101","0","0","0"
"931","205","5","0","2"
"932","101","0","0","0"
"933","101","0","0","0"
"934","101","0","0","0"
"935","153","2","0","1"
"936","193","3","0","1"
"937","101","0","0","0"
"938","154","2","1","0"
"939","101","0","0","0"
"940","101","0","0","0"
"941","151","4","0","1"
"942","101","0","0","0"
"943","101","0","0","0"
"944","101","0","0","0"
"945","101","0","1","0"
"946","1","0","0","0"
"947","101","0","0","0"
"948","1058","7","5","2"
"949","567","18","1","3"
"950","186","2","2","0"
"951","101","0","0","0"
"952","1","1","0","0"
"954","101","0","0","0"
"955","385","4","0","2"
"956","101","0","0","0"
"957","192","17","1","6"
"958","166","2","2","0"
"959","101","0","0","0"
"960","171","2","2","0"
"963","101","1","0","0"
"964","101","0","0","0"
"965","121","1","1","0"
"966","4366","15","10","9"
"967","101","0","0","0"
"968","523","3","2","4"
"969","101","0","0","0"
"970","121","0","0","1"
"971","1","0","0","0"
"972","101","0","0","0"
"973","101","0","0","0"
"974","101","0","0","0"
"975","101","0","0","0"
"978","101","0","0","0"
"979","2288","8","3","1"
"980","101","0","0","0"
"981","101","0","0","0"
"982","1","0","0","0"
"983","181","1","1","0"
"984","101","0","0","0"
"985","1","0","0","0"
"986","101","0","0","0"
"987","1","0","0","0"
"988","1","0","0","0"
"989","101","1","0","0"
"990","31","0","1","0"
"991","101","0","0","0"
"992","101","0","0","0"
"993","21","0","1","0"
"994","101","0","0","0"
"995","1","0","0","0"
"996","101","0","0","0"
"998","101","0","0","0"
"999","101","0","0","0"
"1000","261","4","1","1"
"1001","101","1","0","0"
"1002","101","0","0","0"
"1003","101","0","0","0"
"1004","209","0","0","1"
"1005","101","0","0","0"
"1006","1031","59","17","6"
"1007","101","0","0","0"
"1008","101","0","0","0"
"1009","101","0","0","0"
"1010","121","0","0","1"
"1011","161","0","1","0"
"1012","1","0","0","0"
"1013","101","0","0","0"
"1014","111","0","1","0"
"1015","121","1","1","0"
"1016","245","2","1","3"
"1017","101","0","0","0"
"1018","101","0","0","0"
"1019","101","0","0","0"
"1020","323","9","0","3"
"1021","79","0","0","1"
"1022","1","0","0","0"
"1023","101","0","0","0"
"1024","406","9","1","4"
"1025","101","0","0","0"
"1027","1","0","0","0"
"1028","101","0","0","0"
"1029","186","0","1","0"
"1030","161","0","0","1"
"1031","101","1","0","0"
"1032","161","8","1","1"
"1033","236","2","2","0"
"1034","161","1","0","1"
"1035","1","0","0","0"
"1036","101","0","0","0"
"1037","101","0","0","0"
"1038","81","0","0","1"
"1039","1","0","0","0"
"1040","101","0","0","0"
"1041","101","0","0","0"
"1042","101","0","0","0"
"1043","1","0","0","0"
"1044","200","3","1","1"
"1045","101","0","0","0"
"1046","833","8","3","2"
"1047","101","0","1","0"
"1048","109","0","1","1"
"1049","101","0","0","0"
"1050","133","18","1","0"
"1051","101","0","0","0"
"1052","304","2","1","0"
"1053","101","0","0","0"
"1054","101","0","0","0"
"1055","701","8","1","6"
"1056","19","0","1","0"
"1057","1","0","0","0"
"1058","101","0","0","0"
"1059","101","0","0","0"
"1060","193","1","0","1"
"1061","128","3","1","1"
"1062","101","0","0","0"
"1063","1","0","0","0"
"1064","31","0","1","0"
"1065","101","1","0","0"
"1066","101","0","0","0"
"1067","101","0","0","0"
"1068","193","4","1","1"
"1069","101","0","0","0"
"1070","9385","219","107","1"
"1071","218","3","2","1"
"1072","101","0","0","0"
"1073","1","0","0","0"
"1075","141","5","0","1"
"1076","101","0","0","0"
"1077","171","7","0","1"
"1078","1","0","0","0"
"1079","161","1","3","0"
"1080","181","1","1","0"
"1082","188","9","8","0"
"1083","225","11","3","5"
"1084","101","0","0","0"
"1085","1","0","0","0"
"1086","1","0","0","0"
"1087","261","3","1","1"
"1088","105","0","0","0"
"1089","51","0","1","0"
"1090","101","0","0","0"
"1091","101","0","0","0"
"1092","101","0","0","0"
"1093","573","3","0","1"
"1094","121","1","1","1"
"1095","101","0","0","0"
"1096","522","4","0","1"
"1097","430","9","7","0"
"1098","101","0","0","0"
"1099","151","0","0","1"
"1100","121","0","1","1"
"1101","4284","83","62","0"
"1102","101","0","0","0"
"1103","101","0","0","0"
"1104","1","0","0","0"
"1105","1","0","0","0"
"1106","414","2","3","1"
"1107","111","0","1","0"
"1108","144","0","2","0"
"1109","101","1","0","0"
"1110","101","0","0","0"
"1111","265","9","1","3"
"1112","41","0","1","0"
"1113","101","0","0","0"
"1114","135","4","1","0"
"1115","1811","35","16","4"
"1116","101","0","0","0"
"1117","101","0","0","0"
"1119","101","0","0","0"
"1120","1","0","0","0"
"1121","101","0","0","0"
"1122","1","1","1","0"
"1123","1","0","0","0"
"1124","195","1","0","3"
"1125","41","0","1","0"
"1126","1","0","0","0"
"1128","23","0","1","0"
"1129","101","0","0","0"
"1130","1","0","0","0"
"1131","101","0","0","0"
"1132","161","3","0","1"
"1133","101","0","0","0"
"1134","123","2","0","1"
"1136","101","0","0","0"
"1137","1","0","0","0"
"1138","101","0","0","0"
"1139","1268","127","27","1"
"1140","293","0","0","1"
"1141","101","0","0","0"
"1142","101","0","0","0"
"1143","101","0","0","0"
"1144","1","0","0","0"
"1145","101","1","0","0"
"1146","101","0","0","0"
"1147","101","0","0","0"
"1148","1","0","0","0"
"1149","101","1","0","0"
"1150","101","0","0","0"
"1151","63","4","0","1"
"1152","309","48","5","14"
"1153","101","0","0","0"
"1157","101","0","0","0"
"1158","1071","0","0","1"
"1159","101","5","0","0"
"1160","391","17","4","7"
"1161","101","0","0","0"
"1162","101","0","0","0"
"1163","121","0","0","1"
"1164","101","0","0","0"
"1165","156","2","1","0"
"1167","101","0","0","0"
"1168","41","0","1","0"
"1169","263","1","0","1"
"1170","101","0","0","0"
"1171","101","0","0","0"
"1172","1","0","0","0"
"1173","51","0","1","0"
"1175","1","0","1","0"
"1176","141","0","0","1"
"1177","101","0","1","0"
"1179","101","0","0","0"
"1180","101","0","0","0"
"1181","151","11","1","4"
"1182","101","0","0","0"
"1184","172","1","0","2"
"1185","421","11","1","9"
"1187","191","3","4","1"
"1188","1","0","0","0"
"1189","101","0","0","0"
"1190","101","0","0","0"
"1191","101","2","0","0"
"1194","1","0","0","0"
"1195","3","0","0","0"
"1196","101","0","0","0"
"1197","111","0","1","0"
"1198","1","0","0","0"
"1199","1","0","0","0"
"1200","101","0","0","0"
"1201","203","1","1","1"
"1202","1","0","0","0"
"1203","101","0","0","0"
"1204","101","1","0","0"
"1205","101","0","0","0"
"1206","101","0","0","0"
